Source URL,Title,Content Snippet
http://tinman.cs.gsu.edu/~raj/8910/f21,CSc 8910 - Functional Programming in Haskell,"CSc 8910 - Functional Programming in Haskell CSc 8910, Category Theory and Functional Programming (Fall 2021) TBD (on WebEx) Instructor Raj Sunderraman (raj@gsu.edu) Course Materials Lambda Calculus L..."
http://tinman.cs.gsu.edu/~raj/8910/f20,CSc 8910 - Functional Programming in Haskell,"CSc 8910 - Functional Programming in Haskell CSc 8910, Functional Programming in Haskell (Fall 2020) TBD (on WebEx) Instructor Raj Sunderraman (raj@gsu.edu) Course Materials Lambda Calculus Lambda Cal..."
http://tinman.cs.gsu.edu/~raj/8910/f19,404 Not Found,404 Not Found Not Found The requested URL /~raj/8910/f19 was not found on this server.
http://tinman.cs.gsu.edu/~raj/8910/f18,CSc 8910 - Models of Computation,"CSc 8910 - Models of Computation CSc 8910, Models of Computation (Fall 2018) Course Materials Lambda Calculus Lambda Calculus Some Notes from PLC Class Recursive Function Theory Recursive Function The..."
http://tinman.cs.gsu.edu/~raj/8910/f18,CSc 8910 - Models of Computation,Winter Holidays https://potassco.org/ Watch the following two videos for the graph coloring problem solution in ASP: https://www.youtube.com/watch?v=kdcd7Je2glc https://www.youtube.com/watch?v=M2lhCvC...
http://tinman.cs.gsu.edu/~raj/8910/f18,CSc 8910 - Models of Computation,"gringo, clasp, and clingo). Solve Datalog Querying using ASP. clingo guide"
http://tinman.cs.gsu.edu/~raj/8711/sp23,CSc 8711 Databases and the Web - Spring 2023,"CSc 8711 Databases and the Web - Spring 2023 CSc 8711, Databases and the Web (Spring 2023) Class time : Friday 12.30 PM to 3.55 PM Location : Classroom South 428 Instructional Staff Instructor : Raj S..."
http://tinman.cs.gsu.edu/~raj/8711/sp23,CSc 8711 Databases and the Web - Spring 2023,"Exam2 Course Materials V. Graph Database (neo4j) neo4j Slides neo4j Download neo4j Community Server neo4j Get Started neo4j cypher query language py2neo ( Sample Code ) Project 6 (Due: April 26, 2023 ..."
http://tinman.cs.gsu.edu/~raj/8711/sp23,CSc 8711 Databases and the Web - Spring 2023,"Metcalfe's Law, Web 2.0 and Semantic Web Software GraphDB Apache Jena Project Protege (RDF/OWL Editor...) Python API for RDF (rdflib 5.0.0) Project 5 (Due: April 19, 2023 - Wednesday) III. JSON Slides..."
http://tinman.cs.gsu.edu/~raj/8711/sp23,CSc 8711 Databases and the Web - Spring 2023,"Linked List: Instance , Schema JSONiq Part I , JSONiq Part II (derived from JSONiq Book ), JSONiq Query Examples MongoDB , Python access to MongoDB (pymongo) , Classroom App using MongoDB Software: Py..."
http://tinman.cs.gsu.edu/~raj/8711/sp23,CSc 8711 Databases and the Web - Spring 2023,"XQuery , XSL , XSL-with-parameters Software: BaseX , XML Formatter , Python lxml , lxml sample code , EditX Community Edition Useful Links: XPath and XQuery Functions and Operators , XQuery FunctX Lib..."
http://tinman.cs.gsu.edu/~raj/8711/sp23/syllabus.html,CSc 8711 Syllabus,"CSc 8711 Syllabus CSc 8711, Databases and the Web, Spring 2023, Syllabus Class Details Class Time: Fridays 12.30 to 3.55 Instructor: Raj Sunderraman Office Hrs: Wednesday 3.00 to 5.00 E-mail: raj at g..."
http://tinman.cs.gsu.edu/~raj/8711/sp23/syllabus.html,CSc 8711 Syllabus,"including Description Logics, RDF, RDFS, OWL, and SPARQL, and NoSQL systems. The student will work on several programming projects which illustrate the various concepts and techniques to access data o..."
http://tinman.cs.gsu.edu/~raj/8711/sp23/syllabus.html,CSc 8711 Syllabus,One week grace period for late submission. Projects will not be accepted after the grace period and will receive a score of zero. Exam(s) (40%) Policy on Academic Honesty: All programming assignments ...
http://tinman.cs.gsu.edu/~raj/8711/sp23/syllabus.html,CSc 8711 Syllabus,individually on quizzes and exams without any assistance from persons or things. Any student found to be cheating on a quiz or an examination will receive a score of 0 for that exam. It is the student...
http://tinman.cs.gsu.edu/~raj/8711/sp23/syllabus.html,CSc 8711 Syllabus,Any student missing a lesson is responsible for all material  assigned or covered in class during his or her absence.  Other Disruptive classroom behavior will not be tolerated.  See the student catal...
http://tinman.cs.gsu.edu/~raj/8711/sp21,CSc 8711 Databases and the Web - Spring 2021,"CSc 8711 Databases and the Web - Spring 2021 CSc 8711, Databases and the Web (Spring 2021) Class time: 12.30 PM to 3.55 PM, Friday (Online - Mostly Synchronous) Instructional Staff Instructor : Raj Su..."
http://tinman.cs.gsu.edu/~raj/8711/sp21,CSc 8711 Databases and the Web - Spring 2021,"Office Hours Scribblings from OH, 4/30/2021 Harry Potter solution Penguin Problem solution Course Materials V. Graph Database (neo4j) neo4j Slides neo4j Download neo4j Community Server neo4j Get Start..."
http://tinman.cs.gsu.edu/~raj/8711/sp21,CSc 8711 Databases and the Web - Spring 2021,"2.0 and Semantic Web Software Apache Jena Project Protege (RDF/OWL Editor...) Python API for RDF (rdflib 5.0.0) Project 5 (Due: April 20, 2021 - Tuesday) (Handin under assignment 5) III. JSON Slides/N..."
http://tinman.cs.gsu.edu/~raj/8711/sp21,CSc 8711 Databases and the Web - Spring 2021,"Linked List: Instance , Schema JSONiq Part I , JSONiq Part II (derived from JSONiq Book ), JSONiq Query Examples MongoDB , Python access to MongoDB (pymongo) , Classroom App using MongoDB Software: Py..."
http://tinman.cs.gsu.edu/~raj/8711/sp21,CSc 8711 Databases and the Web - Spring 2021,", DTD , XML Schema , XPath , XQuery , XSL , XSL-with-parameters Software: BaseX , libxml2 , Python lxml , EditX Community Edition Useful Links: XPath and XQuery Functions and Operators , XQuery FunctX..."
http://tinman.cs.gsu.edu/~raj/8711/sp21,CSc 8711 Databases and the Web - Spring 2021,"Connector GSU Classroom Search Using REST API , Using GraphQL Project 1 (Due: January 31, 2021 - Sunday) (Handin under assignment 1) P1 Rubric"
http://tinman.cs.gsu.edu/~raj/8711/sp21/syllabus.html,CSc 8711 Syllabus,"CSc 8711 Syllabus CSc 8711, Databases and the Web, Spring 2021, Syllabus Class Details Class Time: Fridays 12.30 to 3.55 Instructor: Raj Sunderraman Office Hrs: Monday 3.00 to 5.00 E-mail: raj at gsu ..."
http://tinman.cs.gsu.edu/~raj/8711/sp21/syllabus.html,CSc 8711 Syllabus,"including Description Logics, RDF, RDFS, OWL, and SPARQL, and NoSQL systems. The student will work on several programming projects which illustrate the various concepts and techniques to access data o..."
http://tinman.cs.gsu.edu/~raj/8711/sp21/syllabus.html,CSc 8711 Syllabus,One week grace period for late submission. Projects will not be accepted after the grace period and will receive a score of zero. Exam(s) (30%) Research Paper/Presentation (10%) Policy on Academic Hon...
http://tinman.cs.gsu.edu/~raj/8711/sp21/syllabus.html,CSc 8711 Syllabus,individually on quizzes and exams without any assistance from persons or things. Any student found to be cheating on a quiz or an examination will receive a score of 0 for that exam. It is the student...
http://tinman.cs.gsu.edu/~raj/8711/sp21/syllabus.html,CSc 8711 Syllabus,Any student missing a lesson is responsible for all material  assigned or covered in class during his or her absence.  Other Disruptive classroom behavior will not be tolerated.  See the student catal...
http://tinman.cs.gsu.edu/~raj/8711/sp19,CSc 8711 Databases and the Web - Spring 2019,"CSc 8711 Databases and the Web - Spring 2019 Csc 8711, Databases and the Web (Spring 2019) Instructional Staff Instructor : Raj Sunderraman ; Room 629, 1 Park Place; raj@cs.gsu.edu; Office hours: Tues..."
http://tinman.cs.gsu.edu/~raj/8711/sp19,CSc 8711 Databases and the Web - Spring 2019,Office Hours: ??? Course Details Syllabus Class Roster Google Groups for Class Secure Shell Client for Windows Homework Submission Guidelines Course Materials GRAPH DATABASES: neo4j neo4j Download neo...
http://tinman.cs.gsu.edu/~raj/8711/sp19,CSc 8711 Databases and the Web - Spring 2019,"Web Protege (RDF/OWL Editor...) SPARQL Tutorial ( Example Queries ) Sample Ontologies: nobel.owl , nobeldata.owl , Periodictable.owl Useful Links Apache Jena Project Project 5 (Due: April 14, 2019 - S..."
http://tinman.cs.gsu.edu/~raj/8711/sp19,CSc 8711 Databases and the Web - Spring 2019,"slides Project 4 (Due: March 31, 2019 - Sunday) (Handin under assignment 4) XML XML Basics DTDs and XML Schema ( https://www.w3.org/TR/xmlschema-1/ , https://www.w3.org/TR/xmlschema-2/ ) Elmasri/Navat..."
http://tinman.cs.gsu.edu/~raj/8711/sp19,CSc 8711 Databases and the Web - Spring 2019,"let $d:=doc(""/public/book/company.xml"") for $p in $d/companyDB/projects/project return $p / Xquery built-in functions functx functions Project 2 (Due: February 24, 2019 - Sunday) (Handin under assignm..."
http://tinman.cs.gsu.edu/~raj/8711/sp19/syllabus.html,CSc 8711 Syllabus,"CSc 8711 Syllabus CSc 8711, Databases and the Web, Spring 2019, Syllabus Class Details Class Time: Fridays 12.30 to 3.55 Location: Aderhold Learning Center 205 Instructor: Raj Sunderraman Office: 1 Pa..."
http://tinman.cs.gsu.edu/~raj/8711/sp19/syllabus.html,CSc 8711 Syllabus,"including Description Logics, RDF, RDFS, OWL, and SPARQL, and NoSQL systems. The student will work on several programming projects which illustrate the various concepts and techniques to access databa..."
http://tinman.cs.gsu.edu/~raj/8711/sp19/syllabus.html,CSc 8711 Syllabus,Web resources etc. Grading The grading will be based on the following components: Programming Projects (60%) -  20% Penalty for late submission - STRICTLY ENFORCED. One week grace period for late subm...
http://tinman.cs.gsu.edu/~raj/8711/sp19/syllabus.html,CSc 8711 Syllabus,"be specified in the assignment specification). Copying of code from the internet or from other sources is strictly prohibited. If the work is determined to be plagiarized, a 0 will be awarded for the ..."
http://tinman.cs.gsu.edu/~raj/8711/sp19/syllabus.html,CSc 8711 Syllabus,"used, it must be referenced and not copied. Plagiarized work is determined solely by the professor and is graded solely at the professor's discretion. A second plagiarism offense is punished with a ""F..."
http://tinman.cs.gsu.edu/~raj/8711/sp19/syllabus.html,CSc 8711 Syllabus,"See the student catalog for more information.  Class participation is strongly encouraged,  please ask questions, make comments. Disclaimer This syllabus represents a general plan for the course and d..."
http://tinman.cs.gsu.edu/~raj/8711/sp15,CSc 8711 Databases and the Web - Spring 2015,"CSc 8711 Databases and the Web - Spring 2015 Csc 8711, Databases and the Web (Spring 2015) Class Details Syllabus Class Roster Google Groups for Class Project Submission Instructions TA email: janani ..."
http://tinman.cs.gsu.edu/~raj/8711/sp15,CSc 8711 Databases and the Web - Spring 2015,"Lab Manual Chapter XML Querying/Transforms: XPATH XQUERY XSL Java Servlet to apply XSL Transform to XML file XML Parsing APIs Programming Project 2 (XML Schema, XQUERY, XSLT, Due: Sunday, February 22,..."
http://tinman.cs.gsu.edu/~raj/8711/sp15,CSc 8711 Databases and the Web - Spring 2015,"XQuery, and XSLT: XML Software Programming Project 3 (XML Parsing - Data Input Forms, Due: Sunday, March 22, 2015) Semantic Web Readings Scientific American Article Ontology Tutorial Metcalfe's Law, W..."
http://tinman.cs.gsu.edu/~raj/8711/sp15,CSc 8711 Databases and the Web - Spring 2015,"Code (Movies-Screens-Shows Database) Programming Project 5 and 6 (Graph Database Project, Due: Sunday, May 3, 2015 - STRICT DEADLINE - NO LATE SUBMISSIONS)"
http://tinman.cs.gsu.edu/~raj/8711/sp15/syllabus.html,CSc 8711 Syllabus,"CSc 8711 Syllabus CSc 8711, Databases and the Web, Spring 2015, Syllabus Class Details Class Time: Fridays 9.00 to 12.30 Location: Arts and Humanities 327 Instructor: Dr. Raj Sunderraman Office: 25 Pa..."
http://tinman.cs.gsu.edu/~raj/8711/sp15/syllabus.html,CSc 8711 Syllabus,"including Description Logics, RDF, RDFS, OWL, and SPARQL, and NoSQL systems. The student will work on several programming projects which illustrate the various concepts and techniques to access databa..."
http://tinman.cs.gsu.edu/~raj/8711/sp15/syllabus.html,CSc 8711 Syllabus,Web resources etc. Grading The grading will be based on the following components: Programming Projects (50%) -  20% Penalty for late submission - STRICTLY ENFORCED. One week grace period for late subm...
http://tinman.cs.gsu.edu/~raj/8711/sp15/syllabus.html,CSc 8711 Syllabus,"be specified in the assignment specification). Copying of code from the internet or from other sources is strictly prohibited. If the work is determined to be plagiarized, a 0 will be awarded for the ..."
http://tinman.cs.gsu.edu/~raj/8711/sp15/syllabus.html,CSc 8711 Syllabus,"used, it must be referenced and not copied. Plagiarized work is determined solely by the professor and is graded solely at the professor's discretion. A second plagiarism offense is punished with a ""F..."
http://tinman.cs.gsu.edu/~raj/8711/sp15/syllabus.html,CSc 8711 Syllabus,"See the student catalog for more information.  Class participation is strongly encouraged,  please ask questions, make comments. Disclaimer This syllabus represents a general plan for the course and d..."
http://tinman.cs.gsu.edu/~raj/8711/sp13,CSc 8711 Databases and the Web - Spring 2013,"CSc 8711 Databases and the Web - Spring 2013 Csc 8711, Databases and the Web (Spring 2013) Class Details Syllabus Class Roster Exam 2 - Take Home (Due: May 3 - Friday), PeriodicTable.owl Web Programmi..."
http://tinman.cs.gsu.edu/~raj/8711/sp13,CSc 8711 Databases and the Web - Spring 2013,"Project 2 (XPath, XQuery, XML Schema, Due: Sunday, February 24, 2013). Project 3 (XML Parsing, Due: Sunday, March 10th) Semantic Web Scientific American Article Ontology Tutorial Semantic Web Chapter ..."
http://tinman.cs.gsu.edu/~raj/8711/sp13/syllabus.html,CSc 8711 Syllabus,"CSc 8711 Syllabus CSc 8711, Databases and the Web, Spring 2013, Syllabus Class Details Class Time: Fridays 10.00 to 12.30 Location: Classroom South 400 Instructor: Dr. Raj Sunderraman Office: 34 Peach..."
http://tinman.cs.gsu.edu/~raj/8711/sp13/syllabus.html,CSc 8711 Syllabus,"including Description Logics, RDF, RDFS, OWL, and SPARQL, and NoSQL systems. The student will work on several programming projects which illustrate the various concepts and techniques to access databa..."
http://tinman.cs.gsu.edu/~raj/8711/sp13/syllabus.html,CSc 8711 Syllabus,20% Penalty for late submission - STRICTLY ENFORCED. One week grace period for late submission. Projects will not be accepted after the grace period and will receive a score of zero. Exam(s) (30%) Res...
http://tinman.cs.gsu.edu/~raj/8711/sp13/syllabus.html,CSc 8711 Syllabus,"grade for the assignment will be divided among the students in the group. For example, if 3 students in this section worked on an assignment that receives a grade of 18 (out of 25), then each of the t..."
http://tinman.cs.gsu.edu/~raj/8711/sp13/syllabus.html,CSc 8711 Syllabus,things. Any student found to be cheating on an examination will receive a score of 0 for that exam. It is the student's responsibility to protect work from copying. No outside help is permitted. If a ...
http://tinman.cs.gsu.edu/~raj/8711/sp13/syllabus.html,CSc 8711 Syllabus,"Other Disruptive classroom behavior will not be tolerated.  See the student catalog for more information.  Class participation is strongly encouraged,  please ask questions, make comments. Disclaimer ..."
http://tinman.cs.gsu.edu/~raj/8711/sp11,CSc 8711 - Spring 2011 - Home Page,"CSc 8711 - Spring 2011 - Home Page CSc 8711, Databases and the Web, Spring 2011 Course Syllabus Class Roster SSH Client Oracle 10g Programming: A Primer - Source Code PhP/MySQL PhP Manual PhP Tutorial..."
http://tinman.cs.gsu.edu/~raj/8711/sp11,CSc 8711 - Spring 2011 - Home Page,"Transform to XML file XML Parsing APIs Programming Assignment 3 XML Stuff (Due: March 19, 2011). Programming Assignment 4 XML Parsing - Code Generation for Web Application (Due: April 3, 2011). Semant..."
http://tinman.cs.gsu.edu/~raj/8711/sp11/syllabus.html,CSc 8711. Databases and the Web,"CSc 8711. Databases and the Web CSc 8711. Databases and the Web Spring 2011, Friday 10.00 to 12.30 PM, 400-Classroom South Instructor: Dr. Raj Sunderraman Office: 34 Peachtree Street, Suite 1452 Offic..."
http://tinman.cs.gsu.edu/~raj/8711/sp11/syllabus.html,CSc 8711. Databases and the Web,recommended (CSc 4370/6370). Course Overview: This course has two main objectives: To introduce the student to technologies for Web application development involving a database back-end. To introduce ...
http://tinman.cs.gsu.edu/~raj/8711/sp11/syllabus.html,CSc 8711. Databases and the Web,"Addison Wesley, 2008. Foundations of Semantic Web Technologies by  Pascal Hitzler, Markus Krötzsch, Sebastian Rudolph,  Chapman and Hall/CRC, 2009. Grading Policy: The grading will be based on the fol..."
http://tinman.cs.gsu.edu/~raj/8711/sp11/syllabus.html,CSc 8711. Databases and the Web,section of the course.  Students working in groups must turn in one assignment for the group and must state on that assignment the names of all the students in the group who contributed to that assign...
http://tinman.cs.gsu.edu/~raj/8711/sp11/syllabus.html,CSc 8711. Databases and the Web,"section or outside of this section, will be assigned a grade of 0. Determination of collaboration will be made by the instructor. Students must work individually on quizzes and exams without any assis..."
http://tinman.cs.gsu.edu/~raj/8711/sp11/syllabus.html,CSc 8711. Databases and the Web,Any student missing a lesson is responsible for all material  assigned or covered in class during his or her absence. Other Disruptive classroom behavior will not be tolerated.  See the student catalo...
http://tinman.cs.gsu.edu/~raj/8711/sp09,CSc 8711 - Spring 2009 - Home Page,"CSc 8711 - Spring 2009 - Home Page CSc 8711, Databases and the Web, Spring 2009 Class Bulletin Board (You need to register) Course Syllabus Class Roster SSH Client Oracle 10g Programming: A Primer - S..."
http://tinman.cs.gsu.edu/~raj/8711/sp09,CSc 8711 - Spring 2009 - Home Page,( ppt pdf ) XML Parsing Apache Xerces Semantic Web Slides Text Book Website RDF/RDFS Primer (w3c.org) Abstract Syntax Printer Ontology (in abstract syntax) Wild Life Ontology (in abstract syntax) Web ...
http://tinman.cs.gsu.edu/~raj/8711/sp09,CSc 8711 - Spring 2009 - Home Page,"1, 2009). Programming Assignment 4 XSLT Problems (Due: March 22, 2009). Programming Assignment 5 RDF, SDB, SPARQL (Due: April 17, 2009). Programming Assignment 6 Ontology Design (Due: April 30, 2009)...."
http://tinman.cs.gsu.edu/~raj/8711/sp09/syllabus.html,CSc 8711. Databases and the Web,"CSc 8711. Databases and the Web CSc 8711. Databases and the Web Spring 2009, Friday 10.00 to 12.30 PM, 400-Classroom South Instructor: Dr. Raj Sunderraman Office: 34 Peachtree Street, Suite 1452 Offic..."
http://tinman.cs.gsu.edu/~raj/8711/sp09/syllabus.html,CSc 8711. Databases and the Web,recommended (CSc 4370/6370). Course Overview: This course has two main objectives: To introduce the student to technologies for Web application development involving a database back-end. To introduce ...
http://tinman.cs.gsu.edu/~raj/8711/sp09/syllabus.html,CSc 8711. Databases and the Web,"Addison Wesley, 2008. A Semantic Web Primer, 2nd Edition by G. Antoniou and F. van Harmelen, MIT Press, 2008. Grading Policy: The grading will be based on the following components: Programming Project..."
http://tinman.cs.gsu.edu/~raj/8711/sp09/syllabus.html,CSc 8711. Databases and the Web,section of the course.  Students working in groups must turn in one assignment for the group and must state on that assignment the names of all the students in the group who contributed to that assign...
http://tinman.cs.gsu.edu/~raj/8711/sp09/syllabus.html,CSc 8711. Databases and the Web,"section or outside of this section, will be assigned a grade of 0. Determination of collaboration will be made by the instructor. Students must work individually on quizzes and exams without any assis..."
http://tinman.cs.gsu.edu/~raj/8711/sp09/syllabus.html,CSc 8711. Databases and the Web,Any student missing a lesson is responsible for all material  assigned or covered in class during his or her absence. Other Disruptive classroom behavior will not be tolerated.  See the student catalo...
http://tinman.cs.gsu.edu/~raj/8711/f06,CSc 8711/f06 (Fall 2006) Home Page,"CSc 8711/f06 (Fall 2006) Home Page CSc 8711, Databases and the Web, Fall 2006 Class Bulletin Board (You need to sign up) Course Syllabus Class Roster SSH Oracle 10g SQLPlus FAQ Oracle Data Dictionary ..."
http://tinman.cs.gsu.edu/~raj/8711/f06,CSc 8711/f06 (Fall 2006) Home Page,( ppt pdf ) XML/Database Mappings ( ppt pdf ) DTDs and XML Schema ( ppt pdf ) XML Parsing APIs ( ppt pdf ) XML Querying/Transformation XPath ( ppt pdf ) XSLT ( ppt pdf ) Java Servlet to apply xsl tran...
http://tinman.cs.gsu.edu/~raj/8711/f06,CSc 8711/f06 (Fall 2006) Home Page,"Due: September 22, 2006). JDBC Connect String: Connection conn = DriverManager.getConnection(""jdbc:oracle:thin:@tinman.cs.gsu.edu:1521:tinman"",user,pass); Programming Project 2 (Due: October 13, 2006)..."
http://tinman.cs.gsu.edu/~raj/8711/f06/syllabus.html,CSc 8711. Databases and the Web,"CSc 8711. Databases and the Web CSc 8711. Databases and the Web Fall 2006, Friday 10.00 to 12.30 PM, 400-Classroom South CRN: 86205 Instructor: Dr. Raj Sunderraman Office: 34 Peachtree Street, Suite 1..."
http://tinman.cs.gsu.edu/~raj/8711/f06/syllabus.html,CSc 8711. Databases and the Web,and XML. Pre-requisite: CSc 4710/6710. The pre-requisite is strictly enforced.  Students enrolled in 8711 should not take the Web Programming (6370) class as the topics covered in 6370 would be a subs...
http://tinman.cs.gsu.edu/~raj/8711/f06/syllabus.html,CSc 8711. Databases and the Web,"The student will also review selected current articles in this field and present their reviews in the class. Textbooks Oracle 9i Programming: A Primer by R. Sunderraman, Addison Wesley, 2004. Grading ..."
http://tinman.cs.gsu.edu/~raj/8711/f06/syllabus.html,CSc 8711. Databases and the Web,assignment for the group and must state on that assignment the names of all the students in the group who contributed to that assignment; the grade for the assignment will be divided among the student...
http://tinman.cs.gsu.edu/~raj/8711/f06/syllabus.html,CSc 8711. Databases and the Web,Determination of collaboration will be made by the instructor. Students must work individually on quizzes and exams without any assistance from persons or things. Any student found to be cheating on a...
http://tinman.cs.gsu.edu/~raj/8711/f06/syllabus.html,CSc 8711. Databases and the Web,Any student missing a lesson is responsible for all material  assigned or covered in class during his or her absence. Other Disruptive classroom behavior will not be tolerated.  See the student catalo...
http://tinman.cs.gsu.edu/~raj/8711/sp05,CSc 8711/sp05 (Spring 2004) Home Page,"CSc 8711/sp05 (Spring 2004) Home Page CSc 8711, Databases and the Web Spring 2005 Class Bulletin Board Course Syllabus SQLPlus FAQ Oracle Data Dictionary Information Oracle Commands Code from Oracle 9..."
http://tinman.cs.gsu.edu/~raj/8711/sp05,CSc 8711/sp05 (Spring 2004) Home Page,"Reference - More Comprehensive! Dynamic PL/SQL: Package DBMS_SQL, etc. Flexible Parameter Passing in HTML Forms PL/SQL Server Pages (PSP) Java Servlets and Java Server Pages Investment Portfolio Examp..."
http://tinman.cs.gsu.edu/~raj/8711/sp05,CSc 8711/sp05 (Spring 2004) Home Page,"Conferences Alternate location (ACM Digital Library) ObjectStore Sample Code etc. ObjectStore Java Interface Documentation Programming Project 1 (Due: January 28, 2005). Project 1 Submission Instructi..."
